ISO;Year;Poverty; Real GDP 
EGY;2002;0; 565 118 761 799 
EGY;2003;0; 583 165 573 679 
EGY;2004;5,2; 607 029 126 570 
EGY;2005;0; 634 173 917 961 
EGY;2006;0; 677 575 754 793 
EGY;2007;0; 725 601 154 983 
EGY;2008;4,7; 777 527 231 174 
EGY;2009;0; 813 865 742 298 
EGY;2010;2,2; 855 757 323 489 
EGY;2011;0; 870 857 777 173 
EGY;2012;1,5; 890 244 811 237 
EGY;2013;0; 909 700 809 391 
EGY;2014;0; 936 226 883 353 
EGY;2015;1,6; 977 158 901 320 
EGY;2016;0; 1 019 632 514 733 
EGY;2017;3,8; 1 062 265 603 572 
EGY;2018;0; 1 118 715 683 485 
EGY;2019;0; 1 180 890 364 777 
ERI;1994;0; -   
ERI;1995;0; -   
ERI;1996;0; -   
ERI;1997;0; -   
ERI;1998;0; -   
ERI;1999;0; -   
ERI;2000;0; -   
ERI;2001;0; -   
ERI;2002;0; -   
ERI;2003;0; -   
ERI;2004;0; -   
ERI;2005;0; -   
ERI;2006;0; -   
ERI;2007;0; -   
ERI;2008;0; -   
ERI;2009;0; -   
ERI;2010;0; -   
ERI;2011;0; -   
ERI;2012;0; -   
ERI;2013;0; -   
ERI;2014;0; -   
ERI;2015;0; -   
ERI;2016;0; -   
ERI;2017;0; -   
ERI;2018;0; -   
ERI;2019;0; -   
ESH;1985;;
ESH;1986;;
ESH;1987;;
ESH;1988;;
ESH;1989;;
ESH;1990;;
ESH;1991;;
ESH;1992;;
ESH;1993;;
ESH;1994;;
ESH;1995;;
ESH;1996;;
ESH;1997;;
ESH;1998;;
ESH;1999;;
ESH;2000;;
ESH;2001;;
ESH;2002;;
ESH;2003;;
ESH;2004;;
ESH;2005;;
ESH;2006;;
ESH;2007;;
ESH;2008;;
ESH;2009;;
ESH;2010;;
ESH;2011;;
ESH;2012;;
ESH;2013;;
ESH;2014;;
ESH;2015;;
ESH;2016;;
ESH;2017;;
ESH;2018;;
ESH;2019;;
ESP;1985;0,2; -   
ESP;1986;0; -   
ESP;1987;0; -   
ESP;1988;0; -   
ESP;1989;0; -   
ESP;1990;0,5; 1 070 558 378 399 
ESP;1991;0; 1 097 814 800 580 
ESP;1992;0; 1 108 015 866 403 
ESP;1993;0; 1 096 586 772 895 
ESP;1994;0; 1 122 720 578 386 
ESP;1995;1,2; 1 153 679 530 909 
ESP;1996;0; 1 184 373 456 935 
ESP;1997;0; 1 228 225 835 056 
ESP;1998;0; 1 282 182 254 748 
ESP;1999;0; 1 339 758 537 547 
ESP;2000;0,5; 1 410 042 199 157 
ESP;2001;0; 1 465 498 437 519 
ESP;2002;0; 1 505 521 525 652 
ESP;2003;0,8; 1 550 414 594 279 
ESP;2004;0,8; 1 598 830 867 453 
ESP;2005;0,8; 1 657 220 693 140 
ESP;2006;0,8; 1 725 211 935 880 
ESP;2007;0,4; 1 787 400 443 012 
ESP;2008;0,5; 1 803 257 279 933 
ESP;2009;0,8; 1 735 396 526 251 
ESP;2010;0,7; 1 738 225 400 134 
ESP;2011;1,1; 1 724 069 753 885 
ESP;2012;0,9; 1 673 046 921 518 
ESP;2013;1,2; 1 649 032 102 053 
ESP;2014;0,8; 1 671 853 188 290 
ESP;2015;0,9; 1 735 971 644 688 
ESP;2016;1,2; 1 788 594 176 239 
ESP;2017;0,7; 1 841 780 549 395 
ESP;2018;0,9; 1 883 934 958 796 
ESP;2019;0; 1 923 218 608 938 
ESP;2020;;
EST;1985;0; -   
EST;1986;0; -   
EST;1987;0; -   
EST;1988;0; -   
EST;1989;0; -   
EST;1990;0; -   
EST;1991;0; -   
EST;1992;0; -   
EST;1993;0; -   
EST;1994;0; -   
EST;1995;0; 18 289 381 482 
EST;1996;0; 19 193 428 259 
EST;1997;0; 21 698 173 476 
EST;1998;0; 22 639 836 344 
EST;1999;0; 22 543 611 344 
EST;2000;0; 24 817 728 446 
EST;2001;0; 26 307 704 019 
EST;2002;0; 28 089 095 452 
EST;2003;2,3; 30 223 941 194 
EST;2004;1; 32 280 380 502 
EST;2005;0,8; 35 355 547 376 
EST;2006;0,7; 38 808 222 831 
EST;2007;0,4; 41 749 552 573 
EST;2008;0,4; 39 606 965 135 
EST;2009;0,6; 33 812 840 409 
EST;2010;0,7; 34 639 315 873 
EST;2011;1; 37 155 198 683 
EST;2012;0,7; 38 354 642 990 
EST;2013;0,8; 38 914 018 087 
EST;2014;0,7; 40 085 861 825 
EST;2015;0,6; 40 828 660 880 
EST;2016;0,5; 42 117 035 737 
EST;2017;0,3; 44 556 473 263 
EST;2018;0,2; 46 398 357 576 
EST;2019;0; 48 298 993 283 
EST;2020;;
ETH;1985;0; -   
ETH;1986;0; -   
ETH;1987;0; -   
ETH;1988;0; -   
ETH;1989;0; -   
ETH;1990;0; 36 730 641 303 
ETH;1991;0; 34 108 999 236 
ETH;1992;0; 31 150 903 049 
ETH;1993;0; 35 245 014 519 
ETH;1994;0; 36 369 317 999 
ETH;1995;69; 38 597 852 110 
ETH;1996;0; 43 394 088 288 
ETH;1997;0; 44 754 018 594 
ETH;1998;0; 43 206 362 363 
ETH;1999;57,8; 45 436 737 792 
ETH;2000;0; 48 196 209 694 
ETH;2001;0; 52 197 124 695 
ETH;2002;0; 52 987 767 961 
ETH;2003;0; 51 842 511 687 
ETH;2004;38,5; 58 878 890 054 
ETH;2005;0; 65 837 648 262 
ETH;2006;0; 72 970 977 757 
ETH;2007;0; 81 330 654 831 
ETH;2008;0; 90 105 030 164 
ETH;2009;0; 98 036 573 378 
ETH;2010;35,6; 110 340 691 113 
ETH;2011;0; 122 674 900 425 
ETH;2012;0; 133 283 594 735 
ETH;2013;0; 147 388 024 660 
ETH;2014;0; 162 506 340 915 
ETH;2015;30,8; 179 394 752 300 
ETH;2016;0; 196 317 925 147 
ETH;2017;0; 215 094 143 811 
ETH;2018;0; 229 755 278 556 
ETH;2019;0; 248 972 206 952 
FIN;1985;0; -   
FIN;1986;0; -   
FIN;1987;0; -   
FIN;1988;0; -   
FIN;1989;0; -   
FIN;1990;0; 164 249 961 948 
FIN;1991;0; 154 581 670 334 
FIN;1992;0; 149 488 729 773 
FIN;1993;0; 148 499 117 326 
FIN;1994;0; 154 384 215 194 
FIN;1995;0; 160 894 392 944 
FIN;1996;0; 166 794 679 669 
FIN;1997;0; 177 359 113 841 
FIN;1998;0; 187 037 920 818 
FIN;1999;0; 195 229 388 190 
FIN;2000;0; 206 500 688 396 
FIN;2001;0; 211 890 395 854 
FIN;2002;0; 215 507 680 547 
FIN;2003;0; 219 825 989 406 
FIN;2004;0; 228 601 643 583 
FIN;2005;0,1; 234 956 427 642 
FIN;2006;0,1; 244 419 085 501 
FIN;2007;0,1; 257 371 675 330 
FIN;2008;0,1; 259 389 456 553 
FIN;2009;0,1; 238 445 191 239 
FIN;2010;0; 246 041 956 444 
FIN;2011;0; 252 310 280 856 
FIN;2012;0,1; 248 784 129 304 
FIN;2013;0,1; 246 540 851 975 
FIN;2014;0,1; 245 641 204 296 
FIN;2015;0,1; 246 976 655 331 
FIN;2016;0; 253 920 299 689 
FIN;2017;0,1; 262 026 475 788 
FIN;2018;0,1; 265 018 680 601 
FIN;2019;0; 268 579 883 361 
FIN;2020;;
FJI;1985;0; -   
FJI;1986;0; -   
FJI;1987;0; -   
FJI;1988;0; -   
FJI;1989;0; -   
FJI;1990;0; 6 157 497 942 
FJI;1991;0; 5 991 245 268 
FJI;1992;0; 6 356 711 344 
FJI;1993;0; 6 492 111 356 
FJI;1994;0; 6 823 209 010 
FJI;1995;0; 6 993 789 136 
FJI;1996;0; 7 329 491 044 
FJI;1997;0; 7 168 242 287 
FJI;1998;0; 7 261 429 470 
FJI;1999;0; 7 900 435 170 
FJI;2000;0; 7 766 127 897 
FJI;2001;0; 7 921 450 466 
FJI;2002;2,3; 8 174 936 811 
FJI;2003;0; 8 256 686 126 
FJI;2004;0; 8 694 290 466 
FJI;2005;0; 8 755 150 534 
FJI;2006;0; 8 917 338 286 
FJI;2007;0; 8 841 482 563 
FJI;2008;1,6; 8 932 796 884 
FJI;2009;0; 8 808 984 951 
FJI;2010;0; 9 069 261 600 
FJI;2011;0; 9 314 598 098 
FJI;2012;0; 9 446 056 361 
FJI;2013;0,5; 9 893 253 402 
FJI;2014;0; 10 447 623 329 
FJI;2015;0; 10 917 891 687 
FJI;2016;0; 11 184 905 324 
FJI;2017;0; 11 783 674 124 
FJI;2018;0; 12 232 909 139 
FJI;2019;0; 12 178 403 817 
FRA;1985;0; -   
FRA;1986;0; -   
FRA;1987;0; -   
FRA;1988;0; -   
FRA;1989;1; -   
FRA;1990;0; 1 964 407 999 762 
FRA;1991;0; 1 984 998 449 953 
FRA;1992;0; 2 016 745 377 298 
FRA;1993;0; 2 004 066 777 707 
FRA;1994;0; 2 051 329 529 864 
FRA;1995;0; 2 094 544 791 698 
FRA;1996;0; 2 124 140 577 073 
FRA;1997;0; 2 173 766 799 654 
FRA;1998;0; 2 251 775 886 795 
FRA;1999;0; 2 328 817 556 994 
FRA;2000;0; 2 420 192 654 832 
FRA;2001;0; 2 468 202 534 898 
FRA;2002;0; 2 496 229 751 725 
FRA;2003;0,2; 2 516 777 735 437 
FRA;2004;0; 2 587 996 327 115 
FRA;2005;0; 2 631 040 399 117 
FRA;2006;0; 2 695 483 092 567 
FRA;2007;0; 2 760 841 448 047 
FRA;2008;0; 2 767 880 101 784 
FRA;2009;0; 2 688 350 220 063 
FRA;2010;0,1; 2 740 757 930 695 
FRA;2011;0; 2 800 854 547 181 
FRA;2012;0,1; 2 809 624 996 095 
FRA;2013;0,1; 2 825 817 614 409 
FRA;2014;0; 2 852 837 603 529 
FRA;2015;0,1; 2 884 587 185 275 
FRA;2016;0,1; 2 916 186 811 084 
FRA;2017;0; 2 983 008 898 740 
FRA;2018;0; 3 038 643 985 600 
FRA;2019;0; 3 094 645 337 797 
FRA;2020;;
FRO;1985;0; -   
FRO;1986;0; -   
FRO;1987;0; -   
FRO;1988;0; -   
FRO;1989;0; -   
FRO;1990;0; -   
FRO;1991;0; -   
FRO;1992;0; -   
FRO;1993;0; -   
FRO;1994;0; -   
FRO;1995;0; -   
FRO;1996;0; -   
FRO;1997;0; -   
FRO;1998;0; -   
FRO;1999;0; -   
FRO;2000;0; -   
FRO;2001;0; -   
FRO;2002;0; -   
FRO;2003;0; -   
FRO;2004;0; -   
FRO;2005;0; -   
FRO;2006;0; -   
FRO;2007;0; -   
FRO;2008;0; -   
FRO;2009;0; -   
FRO;2010;0; -   
FRO;2011;0; -   
FRO;2012;0; -   
FRO;2013;0; -   
FRO;2014;0; -   
FRO;2015;0; -   
FRO;2016;0; -   
GAB;1985;0; -   
GAB;1986;0; -   
GAB;1987;0; -   
GAB;1988;0; -   
GAB;1989;0; -   
GAB;1990;0; 17 260 994 662 
GAB;1991;0; 18 316 073 562 
GAB;1992;0; 17 750 080 212 
GAB;1993;0; 18 450 596 891 
GAB;1994;0; 19 135 622 320 
GAB;1995;0; 20 087 399 043 
GAB;1996;0; 20 815 577 105 
GAB;1997;0; 22 010 051 395 
GAB;1998;0; 22 775 524 355 
GAB;1999;0; 20 741 072 673 
GAB;2000;0; 20 350 525 244 
GAB;2001;0; 20 785 056 461 
GAB;2002;0; 20 733 294 776 
GAB;2003;0; 21 199 240 332 
GAB;2004;0; 21 345 418 222 
GAB;2005;8; 21 916 665 016 
GAB;2006;0; 21 301 556 639 
GAB;2007;0; 22 581 377 173 
GAB;2008;0; 21 834 287 970 
GAB;2009;0; 21 862 744 842 
GAB;2010;0; 23 412 788 815 
GAB;2011;0; 25 073 166 049 
GAB;2012;0; 26 389 777 283 
GAB;2013;0; 27 877 817 392 
GAB;2014;0; 29 080 735 300 
GAB;2015;0; 30 208 747 765 
GAB;2016;0; 30 840 546 267 
GAB;2017;3,4; 30 986 311 651 
GAB;2018;0; 31 245 951 094 
GAB;2019;0; 32 471 045 092 
GBR;1985;0; -   
GBR;1986;0,7; -   
GBR;1987;0; -   
GBR;1988;0; -   
GBR;1989;0; -   
GBR;1990;0; 1 787 110 375 687 
GBR;1991;0,2; 1 767 396 374 007 
GBR;1992;0; 1 774 485 084 078 
GBR;1993;0; 1 818 666 763 534 
GBR;1994;0,2; 1 888 612 853 987 
GBR;1995;1; 1 936 426 299 126 
GBR;1996;0; 1 983 453 242 430 
GBR;1997;0; 2 080 821 472 648 
GBR;1998;0; 2 146 450 027 883 
GBR;1999;0,2; 2 210 631 275 826 
GBR;2000;0,2; 2 291 813 815 826 
GBR;2001;0,2; 2 339 315 238 781 
GBR;2002;0,2; 2 388 984 112 668 
GBR;2003;0,5; 2 461 367 701 666 
GBR;2004;0,4; 2 519 348 411 795 
GBR;2005;0,5; 2 584 682 170 545 
GBR;2006;0,2; 2 651 473 063 389 
GBR;2007;0,3; 2 711 647 896 548 
GBR;2008;0,3; 2 705 149 755 457 
GBR;2009;0,2; 2 590 252 407 819 
GBR;2010;0,1; 2 645 462 037 058 
GBR;2011;0,4; 2 684 021 323 230 
GBR;2012;0,2; 2 723 473 417 715 
GBR;2013;0,2; 2 774 947 564 862 
GBR;2014;0,2; 2 857 950 820 022 
GBR;2015;0,1; 2 932 903 343 316 
GBR;2016;0,2; 2 999 288 541 092 
GBR;2017;0,3; 3 063 306 948 135 
GBR;2018;0; 3 113 879 863 563 
GBR;2019;0; 3 165 942 197 251 
GBR;2020;;
GEO;1992;0; 23 246 578 060 
GEO;1993;0; 16 435 330 230 
GEO;1994;0; 14 726 056 877 
GEO;1995;0; 15 108 933 873 
GEO;1996;5,3; 16 801 134 770 
GEO;1997;15,9; 18 568 453 062 
GEO;1998;14,5; 19 144 985 466 
GEO;1999;18,5; 19 694 304 310 
GEO;2000;19,2; 20 056 352 794 
GEO;2001;19; 21 020 151 456 
GEO;2002;10,3; 22 170 760 242 
GEO;2003;10,4; 24 622 563 247 
GEO;2004;9,9; 26 049 316 774 
GEO;2005;10,7; 28 547 335 299 
GEO;2006;10,3; 31 236 428 810 
GEO;2007;11,6; 35 165 644 644 
GEO;2008;10,2; 36 016 150 959 
GEO;2009;10,1; 34 701 376 459 
GEO;2010;12; 36 870 034 736 
GEO;2011;11,1; 39 598 417 257 
GEO;2012;8,5; 42 120 443 741 
GEO;2013;6,4; 43 645 753 625 
GEO;2014;4,9; 45 580 100 614 
GEO;2015;3,7; 46 957 625 779 
GEO;2016;3,8; 48 322 420 425 
GEO;2017;5; 50 662 483 514 
GEO;2018;4,5; 53 116 027 003 
GEO;2019;3,8; 55 762 453 627 
GHA;1985;0; -   
GHA;1986;0; -   
GHA;1987;40,5; -   
GHA;1988;40,3; -   
GHA;1989;0; -   
GHA;1990;0; 35 522 479 054 
GHA;1991;47,9; 37 398 714 729 
GHA;1992;0; 38 849 567 604 
GHA;1993;0; 40 733 771 848 
GHA;1994;0; 42 077 986 213 
GHA;1995;0; 43 808 409 301 
GHA;1996;0; 45 824 674 322 
GHA;1997;0; 47 747 641 453 
GHA;1998;34,2; 49 991 967 191 
GHA;1999;0; 52 191 612 160 
GHA;2000;0; 54 122 701 853 
GHA;2001;0; 56 287 609 996 
GHA;2002;0; 58 820 552 198 
GHA;2003;0; 61 879 220 991 
GHA;2004;0; 65 344 457 360 
GHA;2005;23,4; 69 199 782 840 
GHA;2006;0; 73 628 508 465 
GHA;2007;0; 76 829 006 538 
GHA;2008;0; 83 858 706 162 
GHA;2009;0; 87 921 230 324 
GHA;2010;0; 94 866 754 254 
GHA;2011;0; 108 192 804 461 
GHA;2012;11,2; 118 246 933 932 
GHA;2013;0; 126 893 770 557 
GHA;2014;0; 130 518 161 397 
GHA;2015;0; 133 286 137 493 
GHA;2016;12,7; 137 782 499 690 
GHA;2017;0; 148 982 694 254 
GHA;2018;0; 158 219 737 030 
GHA;2019;0; 168 516 321 195 
GIB;1985;0; -   
GIB;1986;0; -   
GIB;1987;0; -   
GIB;1988;0; -   
GIB;1989;0; -   
GIB;1990;0; -   
GIB;1991;0; -   
GIB;1992;0; -   
GIB;1993;0; -   
GIB;1994;0; -   
GIB;1995;0; -   
GIB;1996;0; -   
GIB;1997;0; -   
GIB;1998;0; -   
GIB;1999;0; -   
GIB;2000;0; -   
GIB;2001;0; -   
GIB;2002;0; -   
GIB;2003;0; -   
GIB;2004;0; -   
GIB;2005;0; -   
GIB;2006;0; -   
GIB;2007;0; -   
GIB;2008;0; -   
GIB;2009;0; -   
GIB;2010;0; -   
GIB;2011;0; -   
GIB;2012;0; -   
GIB;2013;0; -   
GIB;2014;0; -   
GIB;2015;0; -   
GIB;2016;0; -   
GIB;2017;0; -   
GIB;2018;0; -   
GIB;2019;0; -   
GIN;1985;0; -   
GIN;1986;0; -   
GIN;1987;0; -   
GIN;1988;0; -   
GIN;1989;0; -   
GIN;1990;0; 9 576 958 319 
GIN;1991;91,8; 9 827 244 751 
GIN;1992;0; 10 148 688 747 
GIN;1993;0; 10 660 603 277 
GIN;1994;49,8; 11 083 839 792 
GIN;1995;0; 11 594 546 908 
GIN;1996;0; 12 111 846 324 
GIN;1997;0; 12 739 434 172 
GIN;1998;0; 13 203 674 599 
GIN;1999;0; 13 706 999 208 
GIN;2000;0; 14 050 093 699 
GIN;2001;0; 14 564 094 806 
GIN;2002;63; 15 316 273 425 
GIN;2003;0; 15 507 512 608 
GIN;2004;0; 15 870 406 595 
GIN;2005;0; 16 346 085 937 
GIN;2006;0; 16 540 541 226 
GIN;2007;58,4; 17 668 188 196 
GIN;2008;0; 18 398 416 052 
GIN;2009;0; 18 191 867 801 
GIN;2010;0; 19 067 508 411 
GIN;2011;0; 20 137 597 609 
GIN;2012;36,1; 21 328 794 682 
GIN;2013;0; 22 170 361 479 
GIN;2014;0; 22 989 898 168 
GIN;2015;0; 23 869 473 663 
GIN;2016;0; 26 452 299 047 
GIN;2017;0; 29 176 885 980 
GIN;2018;0; 31 032 095 920 
GIN;2019;0; 32 784 222 538 
GLP;1985;;
GLP;1986;;
GLP;1987;;
GLP;1988;;
GLP;1989;;
GLP;1990;;
GLP;1991;;
GLP;1992;;
GLP;1993;;
GLP;1994;;
GLP;1995;;
GLP;1996;;
GLP;1997;;
GLP;1998;;
GLP;1999;;
GLP;2000;;
GLP;2001;;
GLP;2002;;
GLP;2003;;
GLP;2004;;
GLP;2005;;
GLP;2006;;
GLP;2007;;
GLP;2008;;
GLP;2009;;
GLP;2010;;
GLP;2011;;
GLP;2012;;
GLP;2013;;
GLP;2014;;
GLP;2015;;
GLP;2016;;
GLP;2017;;
GLP;2018;;
GLP;2019;;
GMB;1985;0; -   
GMB;1986;0; -   
GMB;1987;0; -   
GMB;1988;0; -   
GMB;1989;0; -   
GMB;1990;0; 2 164 645 786 
GMB;1991;0; 2 231 902 179 
GMB;1992;0; 2 307 311 208 
GMB;1993;0; 2 376 809 761 
GMB;1994;0; 2 380 478 270 
GMB;1995;0; 2 401 470 476 
GMB;1996;0; 2 454 868 268 
GMB;1997;0; 2 575 156 792 
GMB;1998;70,8; 2 665 287 246 
GMB;1999;0; 2 835 865 604 
GMB;2000;0; 2 991 838 219 
GMB;2001;0; 3 165 364 843 
GMB;2002;0; 3 062 490 480 
GMB;2003;46,1; 3 272 883 565 
GMB;2004;0; 3 503 621 856 
GMB;2005;0; 3 421 226 152 
GMB;2006;0; 3 402 218 471 
GMB;2007;0; 3 505 756 468 
GMB;2008;0; 3 725 073 280 
GMB;2009;0; 3 973 376 395 
GMB;2010;25,4; 4 208 136 816 
GMB;2011;0; 3 865 996 599 
GMB;2012;0; 4 068 635 488 
GMB;2013;0; 4 185 517 979 
GMB;2014;0; 4 126 611 731 
GMB;2015;10,3; 4 294 072 681 
GMB;2016;0; 4 377 521 957 
GMB;2017;0; 4 588 632 823 
GMB;2018;0; 4 920 615 376 
GMB;2019;0; 5 223 411 936 
GNB;1985;0; -   
GNB;1986;0; -   
GNB;1987;0; -   
GNB;1988;0; -   
GNB;1989;0; -   
GNB;1990;0; 1 945 323 523 
GNB;1991;44,3; 2 044 535 023 
GNB;1992;0; 2 067 024 908 
GNB;1993;44,1; 2 110 432 431 
GNB;1994;0; 2 177 966 269 
GNB;1995;0; 2 273 796 785 
GNB;1996;0; 2 537 557 212 
GNB;1997;0; 2 702 498 431 
GNB;1998;0; 1 943 096 920 
GNB;1999;0; 1 963 024 106 
GNB;2000;0; 2 069 557 176 
GNB;2001;0; 2 114 857 854 
GNB;2002;56,6; 2 094 022 750 
GNB;2003;0; 2 105 927 482 
GNB;2004;0; 2 164 080 605 
GNB;2005;0; 2 256 402 425 
GNB;2006;0; 2 308 510 835 
GNB;2007;0; 2 383 836 515 
GNB;2008;0; 2 460 204 322 
GNB;2009;0; 2 543 087 990 
GNB;2010;68,4; 2 660 349 037 
GNB;2011;0; 2 875 432 397 
GNB;2012;0; 2 826 185 355 
GNB;2013;0; 2 918 203 244 
GNB;2014;0; 2 946 351 087 
GNB;2015;0; 3 127 082 707 
GNB;2016;0; 3 322 925 819 
GNB;2017;0; 3 519 615 667 
GNB;2018;0; 3 564 798 265 
GNB;2019;0; 3 725 214 187 
GNQ;1985;0; -   
GNQ;1986;0; -   
GNQ;1987;0; -   
GNQ;1988;0; -   
GNQ;1989;0; -   
GNQ;1990;0; 435 949 253 
GNQ;1991;0; 431 492 810 
GNQ;1992;0; 581 416 368 
GNQ;1993;0; 645 565 274 
GNQ;1994;0; 753 173 488 
GNQ;1995;0; 884 875 391 
GNQ;1996;0; 1 474 025 402 
GNQ;1997;0; 3 684 664 979 
GNQ;1998;0; 4 560 675 003 
GNQ;1999;0; 5 731 127 340 
GNQ;2000;0; 6 774 982 263 
GNQ;2001;0; 11 068 957 581 
GNQ;2002;0; 13 223 290 425 
GNQ;2003;0; 15 068 633 703 
GNQ;2004;0; 20 794 522 665 
GNQ;2005;0; 24 277 335 009 
GNQ;2006;0; 26 147 883 668 
GNQ;2007;0; 30 143 833 038 
GNQ;2008;0; 35 509 166 778 
GNQ;2009;0; 35 986 181 402 
GNQ;2010;0; 32 774 711 278 
GNQ;2011;0; 34 912 908 412 
GNQ;2012;0; 37 815 173 746 
GNQ;2013;0; 36 252 197 551 
GNQ;2014;0; 36 402 668 207 
GNQ;2015;0; 33 086 370 154 
GNQ;2016;0; 30 169 337 714 
GNQ;2017;0; 28 459 489 607 
GNQ;2018;0; 26 684 599 028 
GNQ;2019;0; 25 089 143 689 
GRC;1985;0; -   
GRC;1986;0; -   
GRC;1987;0; -   
GRC;1988;0; -   
GRC;1989;0; -   
GRC;1990;0; 247 404 230 663 
GRC;1991;0; 255 073 761 817 
GRC;1992;0; 256 859 277 876 
GRC;1993;0; 252 749 529 430 
GRC;1994;0; 257 804 519 568 
GRC;1995;1,7; 263 217 692 777 
GRC;1996;0; 270 751 322 464 
GRC;1997;0; 282 892 349 992 
GRC;1998;0; 293 910 739 160 
GRC;1999;0; 302 941 429 793 
GRC;2000;0,5; 314 816 039 817 
GRC;2001;0; 327 823 016 998 
GRC;2002;0; 340 683 094 714 
GRC;2003;0,5; 360 424 081 486 
GRC;2004;0,7; 378 665 118 667 
GRC;2005;0,3; 380 933 859 978 
GRC;2006;0,6; 402 465 893 883 
GRC;2007;0,5; 415 641 608 739 
GRC;2008;0,3; 414 248 492 128 
GRC;2009;0,6; 396 432 768 628 
GRC;2010;1; 374 713 694 216 
GRC;2011;1,2; 336 682 821 680 
GRC;2012;1,5; 312 823 130 975 
GRC;2013;1; 304 952 509 691 
GRC;2014;1,5; 306 403 156 420 
GRC;2015;1,4; 305 802 337 733 
GRC;2016;1,1; 304 312 550 410 
GRC;2017;0,9; 307 636 097 252 
GRC;2018;0,1; 312 768 785 994 
GRC;2019;0; 318 409 868 980 
GRC;2020;;
GRD;1985;0; -   
GRD;1986;0; -   
GRD;1987;0; -   
GRD;1988;0; -   
GRD;1989;0; -   
GRD;1990;0; 849 027 655 
GRD;1991;0; 860 791 322 
GRD;1992;0; 853 464 708 
GRD;1993;0; 836 746 908 
GRD;1994;0; 850 917 686 
GRD;1995;0; 869 037 767 
GRD;1996;0; 907 607 703 
GRD;1997;0; 953 128 718 
GRD;1998;0; 1 065 154 730 
GRD;1999;0; 1 138 632 964 
GRD;2000;0; 1 194 288 798 
GRD;2001;0; 1 170 117 587 
GRD;2002;0; 1 210 338 314 
GRD;2003;0; 1 324 884 411 
GRD;2004;0; 1 316 306 442 
GRD;2005;0; 1 491 061 764 
GRD;2006;0; 1 431 488 953 
GRD;2007;0; 1 519 145 476 
GRD;2008;0; 1 533 540 027 
GRD;2009;0; 1 432 122 711 
GRD;2010;0; 1 424 800 801 
GRD;2011;0; 1 435 700 197 
GRD;2012;0; 1 419 115 796 
GRD;2013;0; 1 452 485 151 
GRD;2014;0; 1 559 156 772 
GRD;2015;0; 1 659 615 484 
GRD;2016;0; 1 721 679 317 
GRD;2017;0; 1 798 099 078 
GRD;2018;0; 1 875 406 647 
GRD;2019;0; 1 889 201 814 
GRL;1985;0; -   
GRL;1986;0; -   
GRL;1987;0; -   
GRL;1988;0; -   
GRL;1989;0; -   
GRL;1990;0; -   
GRL;1991;0; -   
GRL;1992;0; -   
GRL;1993;0; -   
GRL;1994;0; -   
GRL;1995;0; -   
GRL;1996;0; -   
GRL;1997;0; -   
GRL;1998;0; -   
GRL;1999;0; -   
GRL;2000;0; -   
GRL;2001;0; -   
GRL;2002;0; -   
GRL;2003;0; -   
GRL;2004;0; -   
GRL;2005;0; -   
GRL;2006;0; -   
GRL;2007;0; -   
GRL;2008;0; -   
GRL;2009;0; -   
GRL;2010;0; -   
GRL;2011;0; -   
GRL;2012;0; -   
GRL;2013;0; -   
GRL;2014;0; -   
GRL;2015;0; -   
GRL;2016;0; -   
GRL;2017;0; -   
GRL;2018;0; -   
GRL;2019;0; -   
GTM;1985;0; -   
GTM;1986;48,8; -   
GTM;1987;0; -   
GTM;1988;0; -   
GTM;1989;36,3; -   
GTM;1990;0; 50 328 329 216 
GTM;1991;0; 52 169 464 689 
GTM;1992;0; 54 693 600 165 
GTM;1993;0; 56 841 490 009 
GTM;1994;0; 59 134 328 779 
GTM;1995;0; 62 060 619 128 
GTM;1996;0; 63 896 235 639 
GTM;1997;0; 66 684 724 835 
GTM;1998;13,5; 70 014 645 110 
GTM;1999;0; 72 708 152 049 
GTM;2000;9,3; 75 332 093 803 
GTM;2001;0; 77 089 271 289 
GTM;2002;0; 80 048 949 726 
GTM;2003;0; 82 098 505 158 
GTM;2004;0; 84 674 687 974 
GTM;2005;0; 87 448 653 551 
GTM;2006;11,2; 92 128 378 862 
GTM;2007;0; 97 967 216 349 
GTM;2008;0; 101 193 790 131 
GTM;2009;0; 101 676 381 401 
GTM;2010;0; 104 608 906 609 
GTM;2011;0; 108 964 724 071 
GTM;2012;0; 112 206 107 055 
GTM;2013;0; 116 351 919 841 
GTM;2014;8,8; 121 522 573 076 
GTM;2015;0; 126 495 484 346 
GTM;2016;0; 129 882 783 658 
GTM;2017;0; 133 882 980 508 
GTM;2018;0; 138 330 704 322 
GTM;2019;0; 143 679 754 257 
GUF;1985;;
GUF;1986;;
GUF;1987;;
GUF;1988;;
GUF;1989;;
GUF;1990;;
GUF;1991;;
GUF;1992;;
GUF;1993;;
GUF;1994;;
GUF;1995;;
GUF;1996;;
GUF;1997;;
GUF;1998;;
GUF;1999;;
GUF;2000;;
GUF;2001;;
GUF;2002;;
GUF;2003;;
GUF;2004;;
GUF;2005;;
GUF;2006;;
GUF;2007;;
GUF;2008;;
GUF;2009;;
GUF;2010;;
GUF;2011;;
GUF;2012;;
GUF;2013;;
GUF;2014;;
GUF;2015;;
GUF;2016;;
GUF;2017;;
GUF;2018;;
GUF;2019;;
GUM;1985;0; -   
GUM;1986;0; -   
GUM;1987;0; -   
GUM;1988;0; -   
GUM;1989;0; -   
